/home/ahmed/Research_Data_2/Data/Librispeech/train-clean-100
839/130898/839-130898-0060.flac	233760
839/130898/839-130898-0034.flac	193680
839/130898/839-130898-0074.flac	137280
839/130898/839-130898-0047.flac	157440
839/130898/839-130898-0069.flac	271040
839/130898/839-130898-0097.flac	35840
839/130898/839-130898-0020.flac	223680
839/130898/839-130898-0073.flac	224160
839/130898/839-130898-0008.flac	217280
839/130898/839-130898-0022.flac	248720
839/130898/839-130898-0017.flac	226080
839/130898/839-130898-0031.flac	257600
839/130898/839-130898-0044.flac	195200
839/130898/839-130898-0086.flac	243760
839/130898/839-130898-0035.flac	256720
839/130898/839-130898-0032.flac	256000
839/130898/839-130898-0011.flac	93040
839/130898/839-130898-0050.flac	126960
839/130898/839-130898-0057.flac	195200
839/130898/839-130898-0083.flac	252080
839/130898/839-130898-0099.flac	243600
839/130898/839-130898-0013.flac	59600
839/130898/839-130898-0088.flac	255280
839/130898/839-130898-0002.flac	218240
839/130898/839-130898-0081.flac	243120
839/130898/839-130898-0004.flac	227681
839/130898/839-130898-0023.flac	185840
839/130898/839-130898-0091.flac	230720
839/130898/839-130898-0079.flac	168880
839/130898/839-130898-0093.flac	184480
839/130898/839-130898-0065.flac	202000
839/130898/839-130898-0094.flac	221840
839/130898/839-130898-0090.flac	217520
839/130898/839-130898-0078.flac	227600
839/130898/839-130898-0053.flac	222560
839/130898/839-130898-0092.flac	248240
839/130898/839-130898-0027.flac	157360
839/130898/839-130898-0072.flac	224800
839/130898/839-130898-0000.flac	61600
839/130898/839-130898-0025.flac	124880
839/130898/839-130898-0076.flac	259040
839/130898/839-130898-0080.flac	252000
839/130898/839-130898-0067.flac	120720
839/130898/839-130898-0038.flac	234640
839/130898/839-130898-0068.flac	233040
839/130898/839-130898-0054.flac	109760
839/130898/839-130898-0096.flac	98240
839/130898/839-130898-0062.flac	92560
839/130898/839-130898-0018.flac	122960
839/130898/839-130898-0005.flac	231680
839/130898/839-130898-0012.flac	184720
839/130898/839-130898-0026.flac	198560
839/130898/839-130898-0056.flac	57840
839/130898/839-130898-0087.flac	236000
839/130898/839-130898-0040.flac	256240
839/130898/839-130898-0024.flac	210560
839/130898/839-130898-0001.flac	42720
839/130898/839-130898-0016.flac	82000
839/130898/839-130898-0052.flac	200640
839/130898/839-130898-0048.flac	238640
839/130898/839-130898-0063.flac	142000
839/130898/839-130898-0075.flac	250240
839/130898/839-130898-0070.flac	202640
839/130898/839-130898-0055.flac	250480
839/130898/839-130898-0058.flac	264960
839/130898/839-130898-0051.flac	146160
839/130898/839-130898-0089.flac	181280
839/130898/839-130898-0029.flac	132160
839/130898/839-130898-0066.flac	248800
839/130898/839-130898-0059.flac	237200
839/130898/839-130898-0030.flac	114080
839/130898/839-130898-0014.flac	226640
839/130898/839-130898-0006.flac	107440
839/130898/839-130898-0036.flac	143680
839/130898/839-130898-0007.flac	99680
839/130898/839-130898-0042.flac	247840
839/130898/839-130898-0039.flac	219920
839/130898/839-130898-0085.flac	231120
839/130898/839-130898-0082.flac	234640
839/130898/839-130898-0049.flac	231280
839/130898/839-130898-0046.flac	136480
839/130898/839-130898-0041.flac	221760
839/130898/839-130898-0003.flac	254320
839/130898/839-130898-0071.flac	238240
839/130898/839-130898-0019.flac	78000
839/130898/839-130898-0045.flac	235200
839/130898/839-130898-0077.flac	242640
839/130898/839-130898-0061.flac	54560
839/130898/839-130898-0098.flac	239760
839/130898/839-130898-0009.flac	196640
839/130898/839-130898-0028.flac	222400
839/130898/839-130898-0084.flac	209600
839/130898/839-130898-0037.flac	252080
839/130898/839-130898-0064.flac	94240
839/130898/839-130898-0033.flac	238720
839/130898/839-130898-0095.flac	223760
839/130898/839-130898-0043.flac	55440
839/130898/839-130898-0010.flac	237600
839/130898/839-130898-0015.flac	242320
839/130898/839-130898-0021.flac	129040
4859/29340/4859-29340-0033.flac	201280
4859/29340/4859-29340-0027.flac	238480
4859/29340/4859-29340-0004.flac	238800
4859/29340/4859-29340-0011.flac	242160
4859/29340/4859-29340-0001.flac	200480
4859/29340/4859-29340-0040.flac	238240
4859/29340/4859-29340-0009.flac	204000
4859/29340/4859-29340-0030.flac	176080
4859/29340/4859-29340-0034.flac	121280
4859/29340/4859-29340-0002.flac	241360
4859/29340/4859-29340-0005.flac	214960
4859/29340/4859-29340-0024.flac	223280
4859/29340/4859-29340-0015.flac	154320
4859/29340/4859-29340-0023.flac	230560
4859/29340/4859-29340-0017.flac	225760
4859/29340/4859-29340-0032.flac	195440
4859/29340/4859-29340-0021.flac	207280
4859/29340/4859-29340-0026.flac	262880
4859/29340/4859-29340-0003.flac	117360
4859/29340/4859-29340-0025.flac	223840
4859/29340/4859-29340-0007.flac	225760
4859/29340/4859-29340-0020.flac	253600
4859/29340/4859-29340-0008.flac	220720
4859/29340/4859-29340-0022.flac	63280
4859/29340/4859-29340-0037.flac	197760
4859/29340/4859-29340-0028.flac	192800
4859/29340/4859-29340-0013.flac	190320
4859/29340/4859-29340-0018.flac	242480
4859/29340/4859-29340-0036.flac	251761
4859/29340/4859-29340-0019.flac	203040
4859/29340/4859-29340-0014.flac	222480
4859/29340/4859-29340-0031.flac	220880
4859/29340/4859-29340-0035.flac	213599
4859/29340/4859-29340-0038.flac	77760
4859/29340/4859-29340-0010.flac	233200
4859/29340/4859-29340-0041.flac	126320
4859/29340/4859-29340-0000.flac	241920
4859/29340/4859-29340-0039.flac	65200
4859/29340/4859-29340-0016.flac	229520
4859/29340/4859-29340-0006.flac	218080
4859/29340/4859-29340-0029.flac	221440
4859/29340/4859-29340-0012.flac	240400
4859/26870/4859-26870-0019.flac	253840
4859/26870/4859-26870-0012.flac	251520
4859/26870/4859-26870-0005.flac	270960
4859/26870/4859-26870-0013.flac	186960
4859/26870/4859-26870-0025.flac	235920
4859/26870/4859-26870-0023.flac	258640
4859/26870/4859-26870-0014.flac	168960
4859/26870/4859-26870-0001.flac	226560
4859/26870/4859-26870-0007.flac	151280
4859/26870/4859-26870-0002.flac	235520
4859/26870/4859-26870-0021.flac	129360
4859/26870/4859-26870-0015.flac	212240
4859/26870/4859-26870-0022.flac	183920
4859/26870/4859-26870-0018.flac	267920
4859/26870/4859-26870-0010.flac	229040
4859/26870/4859-26870-0016.flac	207680
4859/26870/4859-26870-0024.flac	239360
4859/26870/4859-26870-0009.flac	201600
4859/26870/4859-26870-0003.flac	182560
4859/26870/4859-26870-0000.flac	182640
4859/26870/4859-26870-0011.flac	232400
4859/26870/4859-26870-0006.flac	210400
4859/26870/4859-26870-0004.flac	232400
4859/26870/4859-26870-0020.flac	70960
4859/26870/4859-26870-0017.flac	179520
4859/26870/4859-26870-0008.flac	243280
4859/22176/4859-22176-0001.flac	252800
4859/22176/4859-22176-0010.flac	99520
4859/22176/4859-22176-0011.flac	244400
4859/22176/4859-22176-0015.flac	246960
4859/22176/4859-22176-0017.flac	251360
4859/22176/4859-22176-0006.flac	244400
4859/22176/4859-22176-0007.flac	246000
4859/22176/4859-22176-0004.flac	252400
4859/22176/4859-22176-0014.flac	240080
4859/22176/4859-22176-0005.flac	248080
4859/22176/4859-22176-0008.flac	255440
4859/22176/4859-22176-0009.flac	254320
4859/22176/4859-22176-0013.flac	209200
4859/22176/4859-22176-0022.flac	63840
4859/22176/4859-22176-0021.flac	243760
4859/22176/4859-22176-0003.flac	220000
4859/22176/4859-22176-0023.flac	206240
4859/22176/4859-22176-0019.flac	210800
4859/22176/4859-22176-0002.flac	223440
4859/22176/4859-22176-0000.flac	218240
4859/22176/4859-22176-0024.flac	231440
4859/22176/4859-22176-0012.flac	189440
4859/22176/4859-22176-0016.flac	261520
4859/22176/4859-22176-0018.flac	230720
4859/22176/4859-22176-0020.flac	256880
6836/61803/6836-61803-0013.flac	177840
6836/61803/6836-61803-0041.flac	220800
6836/61803/6836-61803-0015.flac	212321
6836/61803/6836-61803-0001.flac	170240
6836/61803/6836-61803-0010.flac	245120
6836/61803/6836-61803-0034.flac	33360
6836/61803/6836-61803-0032.flac	111360
6836/61803/6836-61803-0037.flac	180080
6836/61803/6836-61803-0016.flac	234480
6836/61803/6836-61803-0007.flac	177520
6836/61803/6836-61803-0042.flac	243520
6836/61803/6836-61803-0006.flac	253120
6836/61803/6836-61803-0027.flac	226000
6836/61803/6836-61803-0040.flac	238400
6836/61803/6836-61803-0025.flac	235520
6836/61803/6836-61803-0024.flac	54320
6836/61803/6836-61803-0019.flac	246560
6836/61803/6836-61803-0000.flac	192720
6836/61803/6836-61803-0039.flac	41760
6836/61803/6836-61803-0008.flac	245120
6836/61803/6836-61803-0043.flac	72880
6836/61803/6836-61803-0011.flac	246240
6836/61803/6836-61803-0033.flac	250800
6836/61803/6836-61803-0002.flac	235040
6836/61803/6836-61803-0036.flac	112960
6836/61803/6836-61803-0017.flac	122880
6836/61803/6836-61803-0003.flac	228720
6836/61803/6836-61803-0029.flac	218720
6836/61803/6836-61803-0031.flac	233520
6836/61803/6836-61803-0012.flac	236080
6836/61803/6836-61803-0018.flac	243040
6836/61803/6836-61803-0035.flac	245520
6836/61803/6836-61803-0026.flac	270160
6836/61803/6836-61803-0020.flac	190720
6836/61803/6836-61803-0009.flac	242160
6836/61803/6836-61803-0030.flac	245040
6836/61803/6836-61803-0023.flac	120480
6836/61803/6836-61803-0021.flac	250240
6836/61803/6836-61803-0022.flac	244640
6836/61803/6836-61803-0004.flac	217040
6836/61803/6836-61803-0038.flac	60560
6836/61803/6836-61803-0028.flac	222320
6836/61803/6836-61803-0014.flac	195280
6836/61803/6836-61803-0005.flac	235600
6836/61804/6836-61804-0002.flac	222560
6836/61804/6836-61804-0003.flac	243120
6836/61804/6836-61804-0034.flac	208640
6836/61804/6836-61804-0019.flac	85840
6836/61804/6836-61804-0033.flac	214720
6836/61804/6836-61804-0000.flac	267920
6836/61804/6836-61804-0008.flac	210800
6836/61804/6836-61804-0023.flac	228240
6836/61804/6836-61804-0024.flac	230560
6836/61804/6836-61804-0006.flac	190080
6836/61804/6836-61804-0005.flac	153200
6836/61804/6836-61804-0031.flac	254720
6836/61804/6836-61804-0011.flac	243600
6836/61804/6836-61804-0016.flac	239840
6836/61804/6836-61804-0030.flac	227760
6836/61804/6836-61804-0037.flac	108240
6836/61804/6836-61804-0015.flac	234960
6836/61804/6836-61804-0014.flac	252640
6836/61804/6836-61804-0022.flac	216240
6836/61804/6836-61804-0021.flac	193920
6836/61804/6836-61804-0035.flac	253200
6836/61804/6836-61804-0032.flac	197200
6836/61804/6836-61804-0026.flac	250800
6836/61804/6836-61804-0009.flac	246960
6836/61804/6836-61804-0025.flac	207280
6836/61804/6836-61804-0001.flac	191440
6836/61804/6836-61804-0012.flac	177040
6836/61804/6836-61804-0029.flac	210160
6836/61804/6836-61804-0013.flac	254160
6836/61804/6836-61804-0004.flac	192720
6836/61804/6836-61804-0028.flac	137600
6836/61804/6836-61804-0020.flac	139680
6836/61804/6836-61804-0038.flac	256640
6836/61804/6836-61804-0010.flac	259440
6836/61804/6836-61804-0017.flac	247120
