/media/ahmed/DATA 1/Research/Data/NCTE - Consolidated/All_Mics/Audio
4651_cam2/4651_cam2_000_0_21.22.wav	339520
4651_cam2/4651_cam2_001_21.22_43.48.wav	356160
4651_cam2/4651_cam2_002_43.48_67.94.wav	391360
4651_cam2/4651_cam2_003_67.94_90.84.wav	366400
4651_cam2/4651_cam2_004_90.84_109.38.wav	296640
4651_cam2/4651_cam2_005_109.38_138.64.wav	468160
4651_cam2/4651_cam2_006_138.64_157.06.wav	294720
4651_cam2/4651_cam2_007_157.06_169.92.wav	205760
4651_cam2/4651_cam2_008_169.92_191.32.wav	342400
4651_cam2/4651_cam2_009_191.32_217.36.wav	416640
4651_cam2/4651_cam2_010_217.36_241.84.wav	391680
4651_cam2/4651_cam2_011_241.84_266.52.wav	394880
4651_cam2/4651_cam2_012_266.52_293.2.wav	426880
4651_cam2/4651_cam2_013_293.2_323.04.wav	477440
4651_cam2/4651_cam2_014_323.04_342.2.wav	306560
4651_cam2/4651_cam2_015_342.2_361.0.wav	300800
4651_cam2/4651_cam2_016_392.88_406.76.wav	222080
4651_cam2/4651_cam2_017_455.74_485.72.wav	479680
4651_cam2/4651_cam2_018_485.72_509.68.wav	383360
4651_cam2/4651_cam2_019_509.68_525.1.wav	246720
4651_cam2/4651_cam2_020_559.08_582.86.wav	380480
4651_cam2/4651_cam2_021_582.86_610.9.wav	448640
4651_cam2/4651_cam2_022_610.9_635.56.wav	394560
4651_cam2/4651_cam2_023_635.56_649.44.wav	222080
4651_cam2/4651_cam2_024_671.08_700.0.wav	462720
4651_cam2/4651_cam2_025_700.0_718.62.wav	297920
4651_cam2/4651_cam2_026_718.62_737.82.wav	307200
4651_cam2/4651_cam2_027_737.82_759.0.wav	338880
4651_cam2/4651_cam2_028_759.0_788.28.wav	468480
4651_cam2/4651_cam2_029_788.28_795.68.wav	118400
4651_cam2/4651_cam2_030_827.14_835.32.wav	130880
4651_cam2/4651_cam2_031_850.04_866.76.wav	267520
4651_cam2/4651_cam2_032_866.76_894.08.wav	437120
4651_cam2/4651_cam2_033_914.42_934.36.wav	319040
4651_cam2/4651_cam2_034_934.36_958.66.wav	388800
4651_cam2/4651_cam2_035_958.66_984.08.wav	406720
4651_cam2/4651_cam2_036_984.08_1006.64.wav	360960
4651_cam2/4651_cam2_037_1006.64_1033.12.wav	423679
